"","06520011B0023R","06520067C0018R","06520063C0043R","06520105C0017R","06520092C0017R","06520103C0017R","06520001B0023R","06520022C0017R","06520062C0017R","06520046C0018R","06520101B0017R","06520047C0017R","06520024B0014R","06520080B0023R","06520093C0017R","06520070C0018R","06520023C0018R","06520099B0017R","06520015C0016R","06520019C0023R"
"GeneID:101928774",0,0,2,1,1,0,0,0,0,0,1,2,2,0,0,1,0,0,1,1
"GeneID:6205",104200,85303,43218,41240,35677,36620,17412,76700,68328,36235,34387,60956,108348,28098,47254,25796,28386,73419,26355,31765
"GeneID:101928255",0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"GeneID:1112",551,890,224,1008,513,778,564,345,849,883,699,1266,286,464,1011,896,664,722,629,1279
"GeneID:145978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"GeneID:27349",283,194,255,228,131,185,156,258,245,232,123,160,201,158,120,169,226,124,66,196
"GeneID:353149",1,2,7,6,0,12,1,10,6,30,0,8,10,0,0,9,4,0,8,9
"GeneID:84677",0,21,0,0,0,643,147,0,0,384,0,1,225,7,0,0,0,0,0,90
"GeneID:57215",163,276,207,175,134,223,119,207,196,378,311,207,169,164,284,232,275,313,316,225
"GeneID:100616455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100616322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101927935",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101929633",0,0,0,7,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0
"GeneID:51614",4945,11582,4198,4966,4673,7172,7717,7307,3434,4483,3516,5650,8135,7787,4319,4091,5592,4973,3318,3283
"GeneID:81488",16,18,22,10,7,12,6,13,16,17,6,3,12,5,13,9,11,12,13,11
"GeneID:100505664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:26499",18,19,40,24,95,113,90,13,13,4,22,33,6,205,18,74,38,24,52,59
"GeneID:129881",6,14,166,176,9,15,14,44,14,21,2,34,47,0,1,32,19,0,11,95
"GeneID:5214",3362,3564,1757,1670,1310,2142,1066,1887,1758,15513,6482,7883,5762,3923,6358,3151,6856,8097,1109,11373
"GeneID:101927834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:30061",1666,984,5394,950,7384,5967,4023,6905,4059,1889,684,2040,2347,5180,7475,6770,13162,744,8663,8251
"GeneID:653061",0,1,5,0,0,6,0,0,0,7,0,1,16,0,0,0,0,0,0,0
"GeneID:64429",1317,647,993,592,953,975,820,1254,1188,1263,1170,806,984,1094,1329,1179,1052,1786,810,974
"GeneID:1676",655,493,650,623,387,473,371,607,879,414,250,439,404,583,419,608,579,478,262,452
"GeneID:4594",3427,1989,1452,3050,3607,1996,7289,3056,2644,2898,1242,1951,2551,2228,1463,2182,2778,1775,1588,1722
"GeneID:101927372",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
"GeneID:102724188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102724717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:677885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101927989",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"GeneID:3957",8,7,134,3,27,520,2,16,5,74,362,5,12,0,800,7,92,744,14,105
"GeneID:55626",2461,2538,2345,2060,1801,3690,2777,2628,2133,3809,3054,2040,1680,1572,2981,3761,2716,3487,1532,3454
"GeneID:4512",1203,3070,4163,3169,4167,1701,1817,1369,849,2652,1354,2767,1465,1345,833,4861,2186,389,3008,1189
"GeneID:102724505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:91392",731,583,288,175,195,377,295,594,464,331,88,503,326,229,144,250,337,195,428,264
"GeneID:101928460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:138799",9,2,0,0,0,0,0,0,0,4,0,1,0,0,1,10,2,0,0,10
"GeneID:84059",72,1048,13404,248171,31,1214,9,39,3975,80,16,2246,976,1297,28,790,376,43,25,1284
"GeneID:100874122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:84735",0,3,4,144,5,6,5,1,11,19,0,1094,4,0,4,4,3,6,2,5
"GeneID:207107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GeneID:101928707",0,0,1,2,0,0,1,0,0,1,0,3,0,0,0,2,1,0,0,2
"GeneID:8683",2130,2273,1515,2291,1020,2170,1496,1603,1006,1572,1647,1399,1266,1458,1600,1372,1315,1517,800,1250
"GeneID:84832",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"GeneID:103091864",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100533107",0,4,5,1,1,2,0,3,3,6,1,4,2,0,0,1,2,1,3,1
"GeneID:256949",38,19,109,31,221,51,32,28,7,10,71,22,13,2,90,77,92,63,84,46
"GeneID:100422876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:54823",1112,619,535,731,610,507,854,690,586,2496,477,1905,761,286,514,1029,668,570,401,882
"GeneID:55328",64,44,71,62,87,173,24,51,73,163,65,77,25,96,94,137,159,58,71,134
"GeneID:100500888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:407013",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GeneID:100616163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:388115",132,320,306,161,113,92,42,623,36,16,76,69,27,30,62,371,76,78,159,101
"GeneID:101928406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:129607",180,466,154,74,135,279,64,349,59,42,210,361,70,37,505,404,101,183,116,457
"GeneID:339324",2109,885,1103,3367,913,1265,791,1241,1248,2868,951,1386,1969,1221,799,1214,952,996,1266,943
"GeneID:11345",1101,921,696,1458,858,1397,513,872,636,1699,908,1978,569,937,1015,1866,4165,900,782,1487
"GeneID:25909",4375,1973,2706,3393,2626,3317,1690,1925,3586,4858,2087,6627,6824,2685,2393,3354,1883,2955,1807,3403
"GeneID:90736",528,252,268,419,185,519,380,415,379,674,129,624,224,1140,170,322,295,208,200,216
"GeneID:80335",2467,1517,1623,2474,1121,2716,1683,1772,1931,1407,1353,2545,2029,1234,2304,2123,3308,2444,1638,2496
"GeneID:2803",14284,7950,13243,13280,12168,15753,16740,13348,16060,6752,11129,9926,10533,17840,11158,10161,9504,13126,9758,16809
"GeneID:100874004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:4716",1654,1371,672,744,745,1153,993,1220,648,775,549,1192,796,584,704,690,1087,580,524,673
"GeneID:10451",330,189,1912,288,1247,1637,1389,370,1297,134,1832,281,1746,1520,2513,348,639,3603,553,777
"GeneID:442911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100131107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"GeneID:7479",0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0
"GeneID:724027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:80757",12,32,20,18,17,2,3,18,88,37,17,13,4,43,33,32,22,44,22,15
"GeneID:595098",0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1
"GeneID:100506795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"GeneID:102723656",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100423040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:137075",0,4,1,3,2,3,0,0,2,2,4,0,0,0,3,0,3,0,1,10
"GeneID:169200",518,213,365,219,303,286,1259,38,457,200,397,290,554,2048,411,485,256,615,337,335
"GeneID:1656",11935,6820,8686,10454,4913,7511,5453,8302,6973,8615,8976,13988,10377,6213,9311,8560,7309,10860,5115,8312
"GeneID:375298",31,2,0,178,43,55,1,46,275,13,0,0,18,6,24,6,1,144,7,9
"GeneID:7348",3,0,3,0,0,141,0,3,0,0,2,0,0,0,0,0,2,0,1,2
"GeneID:574507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:24142",74,70,45,57,40,46,25,68,85,23,45,47,32,2,25,54,56,17,26,51
"GeneID:100129794",0,9,0,2,1,3,0,0,7,0,0,0,4,0,3,3,2,0,1,1
"GeneID:388820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100500812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:51537",90,57,41,34,61,122,178,164,66,36,181,50,153,160,203,30,43,195,68,89
"GeneID:10278",161,309,109,9,24,56,21,138,191,78,39,34,124,68,35,216,28,23,171,47
"GeneID:5140",185,798,2126,829,1946,1897,226,3216,1280,1319,4155,1817,1201,165,3411,840,1143,6843,430,3056
"GeneID:406930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100422911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:79960",1182,726,1251,1253,1586,559,1064,977,834,2193,881,1253,3643,1013,1364,1576,1706,2496,644,1881
"GeneID:53615",1006,683,1102,881,746,973,822,1405,695,834,852,794,1488,974,908,704,728,909,930,920
"GeneID:101929310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101928427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100507602",1,10,4,6,0,0,2,4,2,4,2,4,5,0,3,8,5,0,6,5
"GeneID:22797",67,50,191,107,274,1377,377,181,75,194,1280,145,162,92,1538,381,247,1431,157,1047
"GeneID:102723751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100188949",0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,1,1,0,0
"GeneID:448831",0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0
"GeneID:285762",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:84804",239,116,141,179,165,261,143,200,144,353,167,516,179,152,234,191,288,298,96,295
"GeneID:101927752",0,1,0,4,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0
"GeneID:79065",1367,1388,544,1142,1100,1350,981,1634,1706,1224,1226,1284,1584,780,1217,1582,1646,1235,1117,1157
"GeneID:100130086",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"GeneID:55320",8500,2482,2434,2272,2110,3345,3176,6013,1894,2543,3621,2824,1941,3205,3036,1912,1177,3832,1905,1801
"GeneID:100422906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:150992",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"GeneID:100507562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:116115",1275,1010,895,1062,1082,1314,1706,1442,1590,1513,1388,1133,2252,864,1580,1319,1114,2534,834,1251
"GeneID:440275",11014,9863,11423,8028,4568,5859,7752,5876,7766,3478,10166,4185,3988,4668,3512,5999,4326,3569,4552,6304
"GeneID:387065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:339926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:27090",39,61,38,45,98,69,76,62,131,53,137,127,48,61,196,87,78,148,85,104
"GeneID:5132",1,1,0,0,0,0,0,0,7,4,0,1,0,0,2,2,0,0,0,3
"GeneID:59343",2473,1314,1396,2370,1091,2301,2341,1290,1192,2964,843,1610,1563,2382,1222,2457,1730,1527,780,1599
"GeneID:102724719",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"GeneID:133060",0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,3
"GeneID:2838",1,2,2,0,0,6,0,2,0,4,20,0,3,0,19,1,2,11,3,31
"GeneID:100652759",0,0,0,0,0,0,0,0,0,71,0,2,1,0,0,3,4,0,0,0
"GeneID:388588",0,2,27,0,1,1,1,2,1,4,1,3,1,1,2,3,1,2,0,2
"GeneID:102723395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:200933",172,145,81,218,120,166,245,141,118,274,87,216,122,87,135,161,183,156,101,165
"GeneID:23410",269,320,355,306,195,391,257,615,253,765,285,243,188,299,293,441,446,335,216,314
"GeneID:101926985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:25832",995,332,3833,3199,1205,2190,1992,665,1247,83,1397,134,2198,2317,1361,571,577,2133,2106,694
"GeneID:94233",0,0,8,0,8,0,3,4,0,0,0,0,1,60,2,0,1,0,5,21
"GeneID:102723587",0,0,0,4,1,0,0,1,0,0,1,0,2,0,0,0,2,0,0,2
"GeneID:728081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"GeneID:79948",289,386,0,143,0,31,0,246,17,2,0,586,10,1,1,75,5,0,29,1155
"GeneID:7791",1215,6715,1702,1627,2558,5472,2644,2266,833,1232,3651,3296,1676,717,4512,3398,2595,4081,2280,4036
"GeneID:7033",4,3,93,0,9,25,29,3,15,1,7,0,354,0,20,22,88,13,2,6
"GeneID:84307",2449,1174,1680,3030,686,778,407,1506,1940,3805,1047,3617,1690,1375,1043,2004,1460,1808,807,1578
"GeneID:23705",1069,1532,14615,9092,1536,4906,3048,2019,1512,2880,2457,9737,655,18154,1473,5762,5436,872,4852,6159
"GeneID:150368",34,33,7,3,34,35,75,56,35,22,62,18,16,24,53,26,34,34,85,21
"GeneID:7477",0,2,33,48,0,0,24,1,15,0,0,0,0,0,0,1,0,0,1,5
"GeneID:167681",2489,8458,9,33,172,46,120,6165,2211,19,23,32,28,603,42,234,163,18,315,32
"GeneID:10412",3688,4037,1717,1459,911,1047,825,2947,2308,1085,1080,2354,2065,1210,1708,1045,1015,1753,1068,1093
"GeneID:123720",746,1090,703,851,623,558,438,747,513,320,1125,443,493,687,982,928,554,1376,496,1041
"GeneID:284312",24,15,7,48,5,6,0,33,15,75,0,26,14,0,1,20,102,11,1,46
"GeneID:132660",2627,1485,1825,2023,1200,2103,2252,1835,1109,3111,1500,2179,2495,4713,1754,1945,1594,1643,1388,1914
"GeneID:728095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"GeneID:219988",2635,1489,2758,2430,1973,4051,3555,2505,1824,3954,3312,1788,2463,4631,3492,2909,1860,3668,1879,3318
"GeneID:101928446",0,0,0,2,5,1,1,0,2,0,0,0,1,0,0,3,0,0,1,1
"GeneID:100134934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:57508",3030,1551,2052,2108,1110,2464,1480,2009,1782,6478,1667,4312,3374,2230,1580,4182,3623,2192,997,1783
"GeneID:23314",617,526,2658,828,1056,913,2302,1227,3504,69,656,2649,5390,5388,404,517,158,188,1162,351
"GeneID:1750",2,13,1,122,1,27,40,4,87,200,9,151,2,29,4,7,7,0,19,365
"GeneID:29018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:84699",5,1,6,0,1821,111,0,0,0,0,10,0,1,0,24,0,1,1,0,0
"GeneID:101928191",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:10146",12175,7830,8906,6346,5861,9422,24611,8472,9240,6102,8591,7907,9906,8720,10679,4972,4128,11645,5021,6649
"GeneID:100302237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100861412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:9356",40,0,9,0,0,4,0,0,0,22,0,2,0,0,0,9,0,0,0,0
"GeneID:102724425",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100033423",5,48,1,9,0,0,1,1,3,9,0,3,6,0,1,1,3,0,0,9
"GeneID:51754",245,480,342,322,52,118,214,329,252,397,55,243,155,132,121,540,485,128,134,552
"GeneID:8086",2854,5113,2516,2574,2085,2811,3622,3767,2963,2482,2482,2244,3808,2349,2710,2609,2471,2639,2349,2101
"GeneID:642976",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:51334",37,9,7,78,195,68,15,15,1185,159,124,47,15,59,56,59,245,52,427,219
"GeneID:100506351",1,3,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0
"GeneID:101927962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:219348",65,63,11,23,68,87,52,57,21,4,31,15,26,1,49,168,45,18,340,42
"GeneID:23354",146,195,233,254,154,181,183,217,132,397,187,177,449,321,288,172,154,245,124,138
"GeneID:144817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:154386",4,0,9,1,2,0,0,0,8,1,1,1,1,0,1,1,1,0,2,4
"GeneID:10767",4747,2913,3640,3693,4119,3170,3895,2673,6046,5232,2943,4214,4092,6611,2969,3531,3351,3449,2385,3834
"GeneID:100422937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:51119",1861,1698,1102,2184,2210,2339,1746,1272,1745,2081,1366,2984,2039,2757,1322,3128,3244,777,2088,2655
"GeneID:101928818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:55",1215,134,422,11,80,667,65,65,53,13,335,13,20,0,274,82,24,168,35,24
"GeneID:56979",0,0,13,0,0,15,0,0,0,2,0,5,0,0,4,2,0,0,0,6
"GeneID:406989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101060153",0,1,1,10,1,0,2,1,2,0,0,4,17,0,1,2,3,5,0,0
"GeneID:390705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101930318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100169756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101930433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:3691",153,271,104,322,1308,692,230,1209,288,46,993,476,378,458,1822,20672,1348,1090,2142,1750
"GeneID:64320",413,444,307,364,242,471,318,401,249,917,321,360,252,258,335,425,554,219,276,450
"GeneID:163404",0,1,0,689,0,1,1,0,1,221,0,2390,3,0,0,259,868,0,1,147
"GeneID:149499",31,8,28,15,14,0,13,20,19,5,49,20,3,0,49,295,26,2,55,18
"GeneID:100288730",3,3,9,14,2,0,2,3,0,5,2,4,6,0,4,1,2,3,1,2
"GeneID:440131",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GeneID:388456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:54468",1884,1791,1678,1975,971,2565,3114,832,1703,4984,1657,4674,1809,1388,1809,1824,2250,3763,786,2544
"GeneID:11020",1773,297,273,505,242,183,317,744,286,426,332,246,179,121,333,306,407,216,212,186
"GeneID:11095",8,3,121,31,13,43,2,41,102,0,0,67,83,4,16,1715,51,5,26,308
"GeneID:23509",624,1226,666,778,474,1222,1245,678,546,567,620,424,994,1054,519,523,510,563,631,301
"GeneID:9453",674,254,549,508,290,531,208,421,441,923,264,1056,661,372,310,623,510,470,321,793
"GeneID:54700",1370,1271,616,1480,840,1307,824,1055,1259,1695,1471,1914,1040,483,1107,1136,1596,1096,524,1131
"GeneID:282969",77,54,50,7,33,155,23,252,10,9,87,12,54,104,133,45,13,65,41,58
"GeneID:55803",231,245,952,389,1375,2577,2156,279,234,118,1347,701,478,80,963,834,957,405,411,757
"GeneID:79963",897,910,678,978,439,465,554,778,701,270,555,427,1261,615,533,535,499,549,532,568
"GeneID:128346",107,113,172,159,351,2558,609,362,189,220,1495,284,280,69,1792,823,430,1856,427,1839
"GeneID:6689",0,0,0,0,1,7,3,2,1,11,542,1,3,1,471,7,28,739,7,7
"GeneID:3107",1368,7141,6838,1580,31379,17834,3882,27634,1633,3056,26561,3684,4519,18139,53668,11677,5828,18419,9382,16290
"GeneID:102724820",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"GeneID:64318",2295,1848,1338,842,1028,1040,745,1341,2467,1255,1082,1193,1392,1562,1480,977,1005,1535,779,1269
"GeneID:9303",0,0,0,0,0,0,0,1,9,0,0,1,0,2,0,1,0,2,1,3
"GeneID:81614",1267,813,648,867,1093,1435,1538,833,738,1183,1084,667,1100,1282,1082,829,856,1203,787,880
"GeneID:51227",1430,542,486,311,256,926,880,1075,698,557,274,689,489,1370,262,749,485,230,363,465
"GeneID:415116",98,131,88,147,142,200,84,213,295,182,469,161,97,55,538,267,205,532,110,438
"GeneID:80010",1386,299,596,748,328,511,776,1129,547,1361,420,715,471,750,396,363,306,516,258,566
"GeneID:102724264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:22911",2385,1410,1004,6214,705,953,833,1261,1460,2904,754,4475,787,1462,751,3003,4759,728,913,3741
"GeneID:101929842",0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:83475",55,45,33,33,44,47,27,51,48,50,66,20,60,59,57,61,55,77,46,63
"GeneID:143458",40,20,313,179,130,210,309,123,320,414,156,326,853,82,220,408,183,151,153,451
"GeneID:10799",462,339,168,225,219,105,233,221,320,249,106,263,107,310,136,72,114,115,154,109
"GeneID:3227",329,1574,420,1,0,7,30,0,0,0,0,0,7,59,3,1,0,3,62,3
"GeneID:100874196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101930277",3,2,0,1,4,0,0,8,8,9,1,5,1,0,0,5,0,0,5,0
"GeneID:339529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:125950",769,515,656,568,356,555,481,768,542,599,870,360,716,558,942,345,358,853,430,415
"GeneID:128",2178,1230,1416,2167,1559,3115,3010,1828,1390,1630,1003,1276,1678,1147,1369,1571,2231,1097,964,958
"GeneID:101928149",29,34,17,4,1,1,5,10,33,11,5,4,8,5,1,8,10,0,1,11
"GeneID:100132731",47,1,1,19,5,210,11,43,106,7,5,2,1,0,3,9,7,3,3,17
"GeneID:143502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:88455",2250,2254,767,2116,1338,2185,1983,2323,1823,1438,2050,1719,2618,927,3142,1347,1154,5343,1266,1980
"GeneID:3975",0,3,1835,1,0,2248,3,0,0,2,88,1,111,0,1,0,0,0,0,18
"GeneID:26776",1238,2152,1778,395,704,400,569,579,4258,752,811,1242,366,1860,399,353,453,1157,321,1292
"GeneID:574442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100422883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:727800",153,132,37,77,20,56,2,95,88,180,36,114,28,20,37,136,129,43,16,239
"GeneID:102724747",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0
"GeneID:57538",302,197,227,287,4554,3060,384,373,241,711,352,234,7092,311,277,2235,1400,184,572,2794
"GeneID:151648",984,158,374,525,167,895,560,456,113,316,506,543,993,1227,339,49,31,290,194,20
"GeneID:245812",304,374,353,286,251,192,393,258,328,384,251,283,156,126,210,302,268,342,360,178
"GeneID:102724429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:114804",14,59,88,293,50,48,455,16,0,2452,33,4340,24,288,150,2982,2022,107,130,2086
"GeneID:4352",11,10,5,11,10,15,3,14,3,8,3,8,1,8,5,16,12,0,3,21
"GeneID:5161",0,0,0,0,0,0,0,0,0,3,0,0,2,22,0,0,0,0,0,0
"GeneID:100500915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102725341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101928139",0,1,0,1,1,0,1,0,1,0,0,2,2,0,1,0,0,2,1,0
"GeneID:8073",2625,1432,1407,1155,1434,2132,2641,1250,895,1963,2105,1618,1021,3359,2646,2132,1462,3251,1553,1660
"GeneID:10318",960,1045,2498,3546,1908,2991,4180,1931,1170,1386,5378,2026,1910,1820,7911,2260,2581,6848,2162,1864
"GeneID:101927586",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GeneID:664701",143,34,57,1,17,83,13,53,71,87,27,4,197,21,29,20,21,19,133,32
"GeneID:101929586",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:157724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"GeneID:100302166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101927595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GeneID:101927774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:692073",141,131,291,62,211,216,145,151,739,145,315,264,79,412,114,111,145,489,100,331
"GeneID:2013",217,143,241,89,319,295,433,214,755,24,182,40,81,636,130,905,349,45,956,222
"GeneID:140731",0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,4,4,0,0,0
"GeneID:2938",1,37,53,2,0,233,0,3,46,17,0,0,0,135,0,1,0,1,16,11
"GeneID:4335",457,383,474,462,514,556,718,676,720,1524,635,712,274,364,563,916,659,425,459,674
"GeneID:101928998",0,2,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"GeneID:602",257,84,142,41,954,342,203,160,171,40,1404,36,125,185,1194,369,104,848,369,492
"GeneID:284835",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GeneID:387700",46,10,8,7,22,825,13,16,4,229,2,78,10,50,2,1540,15,0,10,81
"GeneID:30817",383,361,522,284,1472,2952,616,1807,46,148,3592,600,487,197,5139,547,409,1587,590,2382
"GeneID:64595",8,54,27,0,6,11,2,10,18,0,0,28,0,1,0,16,16,14,15,12
"GeneID:101927482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101929665",3,1,15,12,2,5,1,7,4,17,2,10,1,0,6,1,0,4,6,8
"GeneID:9993",683,1021,623,1085,494,1017,1122,810,697,906,726,585,1365,571,984,1050,1279,949,600,821
"GeneID:6935",5717,1431,4976,23613,14501,5095,12110,2011,5707,15816,7941,12909,19861,6469,6160,21223,23388,9985,17597,12987
"GeneID:6550",1,58,257,2,0,31,0,14,45,7,1,3,1,12,5,98,1,2,3,14
"GeneID:100289188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
